JEE,2025,IIT Delhi,Computer Science,Delhi,General,OPEN,Unreserved,1,1,50,0,1,"25 LPA","45 LPA","28 LPA",120,https://iitd.ac.in
JEE,2025,IIT Bombay,Electrical,Maharashtra,General,OPEN,Unreserved,1,51,500,0,2,"22 LPA","40 LPA","24 LPA",150,https://www.iitb.ac.in
JEE,2025,NIT Trichy,Mechanical,Tamil Nadu,General,OPEN,Unreserved,1,501,2500,50000,10,"15 LPA","25 LPA","17 LPA",180,https://www.nitt.edu
JEE,2025,IIIT Hyderabad,AI & DS,Telangana,General,OPEN,Unreserved,1,101,800,300000,5,"24 LPA","42 LPA","26 LPA",80,https://www.iiit.ac.in
JEE,2025,BITS Pilani,CS,Rajasthan,General,OPEN,Unreserved,1,1001,3500,450000,20,"21 LPA","38 LPA","23 LPA",200,https://www.bits-pilani.ac.in
JEE,2025,NIT Warangal,ECE,Telangana,General,OPEN,Unreserved,1,801,3000,60000,12,"16 LPA","28 LPA","18 LPA",160,https://www.nitw.ac.in
JEE,2025,DTU,IT,Delhi,General,OPEN,Unreserved,1,1501,5000,150000,30,"14 LPA","24 LPA","16 LPA",120,https://www.dtu.ac.in
JEE,2025,NSUT,CS,Delhi,General,OPEN,Unreserved,1,2001,6000,120000,35,"13 LPA","22 LPA","15 LPA",100,https://www.nsit.ac.in
JEE,2025,VIT Vellore,CS,Tamil Nadu,General,OPEN,Unreserved,1,5001,15000,350000,50,"12 LPA","20 LPA","14 LPA",300,https://vit.ac.in
JEE,2025,SRM,CS,Tamil Nadu,General,OPEN,Unreserved,1,8001,20000,400000,60,"10 LPA","18 LPA","12 LPA",250,https://www.srmist.edu.in
JEE,2025,Manipal Institute,CS,Karnataka,General,OPEN,Unreserved,1,10001,25000,450000,70,"9 LPA","16 LPA","11 LPA",200,https://manipal.edu
JEE,2025,Thapar University,CS,Punjab,General,OPEN,Unreserved,1,15001,35000,300000,40,"11 LPA","19 LPA","13 LPA",180,https://www.thapar.edu
JEE,2025,NIT Calicut,CS,Kerala,General,OPEN,Unreserved,1,3001,8000,70000,15,"14 LPA","23 LPA","16 LPA",140,https://www.nitc.ac.in
JEE,2025,NIT Rourkela,CS,Odisha,General,OPEN,Unreserved,1,3501,9000,65000,18,"13 LPA","21 LPA","15 LPA",130,https://www.nitrkl.ac.in
JEE,2025,NIT Surat,CS,Gujarat,General,OPEN,Unreserved,1,9001,22000,55000,25,"10 LPA","17 LPA","12 LPA",110,https://www.svnit.ac.in
JEE,2025,NIT Jaipur,CS,Rajasthan,General,OPEN,Unreserved,1,12001,28000,60000,28,"9 LPA","15 LPA","11 LPA",100,https://www.mnit.ac.in
JEE,2025,NIT Allahabad,CS,Uttar Pradesh,General,OPEN,Unreserved,1,4001,10000,65000,22,"12 LPA","20 LPA","14 LPA",120,https://www.mnnit.ac.in
JEE,2025,NIT Karnataka,CS,Karnataka,General,OPEN,Unreserved,1,4501,11000,60000,20,"11 LPA","18 LPA","13 LPA",115,https://www.nitk.ac.in
JEE,2025,NIT Durgapur,CS,West Bengal,General,OPEN,Unreserved,1,14001,32000,50000,32,"8 LPA","14 LPA","10 LPA",90,https://www.nitdgp.ac.in
JEE,2025,NIT Hamirpur,CS,Himachal Pradesh,General,OPEN,Unreserved,1,18001,40000,45000,38,"7 LPA","12 LPA","9 LPA",80,https://www.nith.ac.in
JEE,2025,NIT Patna,CS,Bihar,General,OPEN,Unreserved,1,22001,50000,40000,45,"6 LPA","10 LPA","8 LPA",70,https://www.nitp.ac.in
JEE,2025,NIT Jalandhar,CS,Punjab,General,OPEN,Unreserved,1,25001,60000,45000,42,"7 LPA","12 LPA","9 LPA",75,https://www.nitj.ac.in
JEE,2025,NIT Silchar,CS,Assam,General,OPEN,Unreserved,1,30001,80000,35000,50,"5 LPA","9 LPA","7 LPA",60,https://www.nits.ac.in
JEE,2025,NIT Meghalaya,CS,Meghalaya,General,OPEN,Unreserved,1,40001,100000,30000,65,"4 LPA","7 LPA","5 LPA",50,https://www.nitm.ac.in
JEE,2025,NIT Jalandhar,CS,Punjab,General,OPEN,Unreserved,1,25001,55000,45000,42,"6.5 LPA","11 LPA","8 LPA",75,https://www.nitj.ac.in
JEE,2025,NIT Silchar,CS,Assam,General,OPEN,Unreserved,1,30001,70000,35000,50,"5 LPA","9 LPA","7 LPA",65,https://www.nits.ac.in
JEE,2025,NIT Meghalaya,CS,Meghalaya,General,OPEN,Unreserved,1,40001,90000,30000,60,"4 LPA","7 LPA","6 LPA",50,https://www.nitm.ac.in
JEE,2025,NIT Manipur,CS,Manipur,General,OPEN,Unreserved,1,50001,120000,25000,65,"3.5 LPA","6 LPA","5 LPA",40,https://www.nitm.ac.in
JEE,2025,NIT Mizoram,CS,Mizoram,General,OPEN,Unreserved,1,60001,150000,20000,70,"3 LPA","5 LPA","4 LPA",30,https://www.nitmz.ac.in
JEE,2025,NIT Goa,CS,Goa,General,OPEN,Unreserved,1,20001,45000,50000,35,"7.5 LPA","13 LPA","9 LPA",85,https://www.nitgoa.ac.in
